CE31005,WATER AND W.W. ENGINEERING,NC242,14CE10045-14CE10061,H
CE31005,WATER AND W.W. ENGINEERING,NC243,14CE10062-14CE30013,F
CE31005,WATER AND W.W. ENGINEERING,NC244,14CE30014-14CE3FP17,F
CH31011,INSTRUMENTATION & PROCESS CONTROL,F232,11CH10014-14CH10012,C
CH31011,INSTRUMENTATION & PROCESS CONTROL,NC141,14CH10013-14CH10029,G
CH31011,INSTRUMENTATION & PROCESS CONTROL,NC142,14CH10030-14CH10049,F
CH31011,INSTRUMENTATION & PROCESS CONTROL,NC241,14CH10050-14CH30010,F
CH31011,INSTRUMENTATION & PROCESS CONTROL,NR322,14CH30011-14CH3FP18,G
Subject,Subject Name,Room No,Subdivision,Sitting Pattern
No,,,,
CH61011,ADVANCED FLUID DYNAMICS,NR221,12CH30001-12CH30026,G
CH61011,ADVANCED FLUID DYNAMICS,NR222,12CH30029-16CH60R16,E
CH61011,ADVANCED FLUID DYNAMICS,NR121,16CH60R17-16CH60R49,G
CH61011,ADVANCED FLUID DYNAMICS,NR122,16CH60R50-16CH60R74,G
CH61011,ADVANCED FLUID DYNAMICS,NR321,16CH60R75-16MI91R05,E
CS10001,PROGRAMMING AND DATA STRUCTURES,V1,16AE10008-16AG30007,A
CS10001,PROGRAMMING AND DATA STRUCTURES,V2,16AG30008-16CE10014,A
CS10001,PROGRAMMING AND DATA STRUCTURES,V3,16CE10015-16CE10058,E
CS10001,PROGRAMMING AND DATA STRUCTURES,V4,16CE30003-16CH10024,E
CS10001,PROGRAMMING AND DATA STRUCTURES,F116,16CH10025-16CH30019,A
CS10001,PROGRAMMING AND DATA STRUCTURES,F142,16CH30027-16CS10046,A
CS10001,PROGRAMMING AND DATA STRUCTURES,F232,16CS10047-16CS30029,A
CS10001,PROGRAMMING AND DATA STRUCTURES,S301,16CS30030-16EC10055,B
CS10001,PROGRAMMING AND DATA STRUCTURES,S302,16EC10056-16EE10027,A
CS10001,PROGRAMMING AND DATA STRUCTURES,NR221,16EE10035-16EX20001,A
CS10001,PROGRAMMING AND DATA STRUCTURES,NR222,16EX20002-16GG20010,A
CS10001,PROGRAMMING AND DATA STRUCTURES,NC141,16GG20011-16HS20001,E
CS10001,PROGRAMMING AND DATA STRUCTURES,NC142,16HS20002-16HS20029,E
CS10001,PROGRAMMING AND DATA STRUCTURES,NC241,16HS20030-16IE10010,E
CS10001,PROGRAMMING AND DATA STRUCTURES,NC242,16IE10011-16IM10004,E
CS10001,PROGRAMMING AND DATA STRUCTURES,NC243,16IM10005-16IM10030,E
CS10001,PROGRAMMING AND DATA STRUCTURES,NC244,16IM30001-16MA20007,E
CS10001,PROGRAMMING AND DATA STRUCTURES,NR121,16MA20008-16MA20048,A
CS10001,PROGRAMMING AND DATA STRUCTURES,NR122,16MA20049-16ME10043,A
CS10001,PROGRAMMING AND DATA STRUCTURES,NR321,16ME10044-16ME30017,A
CS10001,PROGRAMMING AND DATA STRUCTURES,NR322,16ME30018-16MF10011,A
CS10001,PROGRAMMING AND DATA STRUCTURES,NR223,16MF10012-16MF3IM09,E
CS10001,PROGRAMMING AND DATA STRUCTURES,NR224,16MF3IM10-16MI10020,E
CS10001,PROGRAMMING AND DATA STRUCTURES,NR124,16MI10021-16MI31006,E
CS10001,PROGRAMMING AND DATA STRUCTURES,NR123,16MI31007-16MI33013,E
CS10001,PROGRAMMING AND DATA STRUCTURES,NC341,16MI33014-16MT10020,E
CS10001,PROGRAMMING AND DATA STRUCTURES,V1,16MT10021-16NA10021,G
Subject,Subject Name,Room No,Subdivision,Sitting Pattern
No,,,,
CS10001,PROGRAMMING AND DATA STRUCTURES,S301,16NA10022-16QD30015,D
CS11001,PROGRAMMING AND DATA STRUCTURE,NR223,10MI10001-11BT10017,C
CS11001,PROGRAMMING AND DATA STRUCTURE,NR124,13HS20033-15NA10002,C
CS31007,COMPUTER ORGANIZATION & ARCHITECTURE,V3,11CS10014-13CS30033,G
CS31007,COMPUTER ORGANIZATION & ARCHITECTURE,V4,13CS30034-14CS10013,G
CS31007,COMPUTER ORGANIZATION & ARCHITECTURE,F116,14CS10014-14CS10038,F
CS31007,COMPUTER ORGANIZATION & ARCHITECTURE,F142,14CS10039-14CS10062,F
CS31007,COMPUTER ORGANIZATION & ARCHITECTURE,NR321,14CS30001-14CS30022,C
CS31007,COMPUTER ORGANIZATION & ARCHITECTURE,NR322,14CS30023-14CS30044,C
CS60047,ADVANCED GRAPH THEORY,F116,12CS10049-12CS30029,G
CS60047,ADVANCED GRAPH THEORY,F142,12CS30031-13CS10016,G
CS60047,ADVANCED GRAPH THEORY,NR221,13CS10021-13CS10044,E
CS60047,ADVANCED GRAPH THEORY,NR121,13CS10045-13CS30036,E
CS60047,ADVANCED GRAPH THEORY,NR122,13CS30037-16ET91R01,E
CY40014,INTRODUCTION TO COMPUTATIONAL CHEMISTRY,NC141,16CY40001-16CY40012,D
CY40014,INTRODUCTION TO COMPUTATIONAL CHEMISTRY,NC142,16CY40013-16CY40023,D
CY40014,INTRODUCTION TO COMPUTATIONAL CHEMISTRY,NC241,16CY40024-16CY40037,D
CY40014,INTRODUCTION TO COMPUTATIONAL CHEMISTRY,NC242,16CY40038-16CY40050,D
EC21103,INTRODUCTION TO ELECTRONICS,V1,08CS3027-15CS10012,E
EC21103,INTRODUCTION TO ELECTRONICS,V2,15CS10013-15CS10053,E
EC21103,INTRODUCTION TO ELECTRONICS,V3,15CS10054-15CS30006,A
EC21103,INTRODUCTION TO ELECTRONICS,F116,15CS30007-15CS30032,B
EC21103,INTRODUCTION TO ELECTRONICS,F142,15CS30033-15EC10014,B
EC21103,INTRODUCTION TO ELECTRONICS,S301,15EC10015-15EC10064,A
EC21103,INTRODUCTION TO ELECTRONICS,S302,15EC10065-15EC30034,B
EC21103,INTRODUCTION TO ELECTRONICS,NR221,15EC30035-15EE10010,D
EC21103,INTRODUCTION TO ELECTRONICS,NR222,15EE10011-15EE10036,D
